Customer ID,Recency,Frequency,Monetary,Monetary_log,Frequency_log,Recency_scaled,Frequency_scaled,Monetary_scaled,Cluster,Segment
12346,326,12,77556.46,11.258774359980723,2.5649493574615367,0.5955835512607377,1.2544959545938104,3.186624925127968,3,Champions
12347,2,8,5633.32,8.63663174483544,2.1972245773362196,-0.9522790918878472,0.8001660338568091,1.297126898401073,3,Champions
12348,75,5,2019.4,7.6110507905938976,1.791759469228055,-0.6035322617957277,0.2992073267345332,0.5581002802090212,2,Loyal
12349,19,4,4428.69,8.39608488316401,1.6094379124341005,-0.8710640766609151,0.0739460908215904,1.1237904757983177,2,Loyal
12350,310,1,334.4,5.815323849389109,0.6931471805599453,0.5191458898706842,-1.058145946714099,-0.7358882665423826,0,Dormant
12351,375,1,300.93,5.710195202428391,0.6931471805599453,0.8296738892677769,-1.058145946714099,-0.8116432502100952,0,Dormant
12352,36,10,2849.84,7.955368966678432,2.3978952727983707,-0.7898490614339833,1.0480979277381186,0.8062136019330891,2,Loyal
12353,204,2,406.76,6.010678766031786,1.0986122886681098,0.0127463831615792,-0.5571872395918231,-0.5951168503060144,1,Hibernating
12354,232,1,1079.4,6.985086621918461,0.6931471805599453,0.146512290594173,-1.058145946714099,0.1070347833582914,1,Hibernating
12355,214,2,947.61,6.854997755239065,1.0986122886681098,0.0605199215303627,-0.5571872395918231,0.0132936361490894,1,Hibernating
12356,23,6,6373.68,8.76008917268833,1.9459101490553132,-0.8519546613134018,0.4896629879592288,1.386089476166847,2,Loyal
12357,33,3,18287.66,9.814036474622236,1.3862943611198906,-0.8041811229446183,-0.2017513803877423,2.1455566904121377,2,Loyal
12358,2,5,3887.07,8.265668169533484,1.791759469228055,-0.9522790918878472,0.2992073267345332,1.0298130843193911,2,Loyal
12359,58,10,8935.94,9.097948527696552,2.3978952727983707,-0.6847472770226596,1.0480979277381186,1.629548615617157,3,Champions
12360,52,8,4252.89,8.355589137409874,2.1972245773362196,-0.7134114000439297,0.8001660338568091,1.09460951849595,2,Loyal
12361,287,4,511.25,6.238812787119009,1.6094379124341005,0.4092667516224821,0.0739460908215904,-0.4307250356946276,1,Hibernating
12362,3,11,5356.23,8.586202329437555,2.4849066497880004,-0.9475017380509688,1.15560189306089,1.260787806723553,3,Champions
12363,110,2,552.0,6.315358001522335,1.0986122886681098,-0.4363248775049855,-0.5571872395918231,-0.3755670779485127,1,Hibernating
12364,8,4,1313.1,7.180907299649593,1.6094379124341005,-0.923614968866577,0.0739460908215904,0.2481418238480768,2,Loyal
12365,291,2,641.38,6.465180028897591,1.0986122886681098,0.4283761669699955,-0.5571872395918231,-0.2676063501640384,1,Hibernating
12366,634,1,500.24,6.217085028297085,0.6931471805599453,2.067008533019269,-1.058145946714099,-0.4463819100317048,0,Dormant
12367,4,1,168.9,5.135210028677887,0.6931471805599453,-0.9427243842140904,-1.058145946714099,-1.225973632136558,1,Hibernating
12368,628,1,917.7,6.822959627277421,0.6931471805599453,2.038344409997999,-1.058145946714099,-0.0097928196424068,0,Dormant
12369,413,3,1791.15,7.491171295388921,1.3862943611198906,1.011213335069154,-0.2017513803877423,0.4717159362276892,0,Dormant
12370,51,7,4320.31,8.371313876010715,2.0794415416798357,-0.718188753880808,0.654643185938614,1.1059406575367758,2,Loyal
12371,45,5,4067.38,8.31100016480189,1.791759469228055,-0.7468528769020781,0.2992073267345332,1.0624790099301915,2,Loyal
12372,72,3,1298.04,7.169380809114136,1.3862943611198906,-0.6178643233063628,-0.2017513803877423,0.2398359136370775,2,Loyal
12373,311,3,1127.65,7.028777507229587,1.3862943611198906,0.5239232437075625,-0.2017513803877423,0.138518136363006,2,Loyal
12374,25,4,2989.2200000000003,8.003102242273277,1.6094379124341005,-0.842399953639645,0.0739460908215904,0.8406098737166032,2,Loyal
12375,11,2,457.5,6.127960291696519,1.0986122886681098,-0.909282907355942,-0.5571872395918231,-0.5106045853990369,1,Hibernating
12376,390,2,503.15,6.222873842839224,1.0986122886681098,0.901334196820952,-0.5571872395918231,-0.4422105298820197,0,Dormant
12377,315,4,3426.32,8.139533893646055,1.6094379124341005,0.5430326590550759,0.0739460908215904,0.938921588175991,2,Loyal
12378,130,2,5416.32,8.597356507200939,1.0986122886681098,-0.3407778007674185,-0.5571872395918231,1.2688254308985092,2,Loyal
12379,82,4,1620.22,7.390934231218893,1.6094379124341005,-0.5700907849375793,0.0739460908215904,0.3994857936487846,2,Loyal
12380,22,11,9676.3,9.177538215743802,2.4849066497880004,-0.8567320151502801,1.15560189306089,1.6869004002395795,3,Champions
12381,5,5,1845.31,7.520944331624911,1.791759469228055,-0.937947030377212,0.2992073267345332,0.4931701824203411,2,Loyal
12383,185,5,1850.56,7.523783805985769,1.791759469228055,-0.0780233397391093,0.2992073267345332,0.495216288215958,2,Loyal
12384,29,2,585.27,6.373780434317173,1.0986122886681098,-0.8232905382921317,-0.5571872395918231,-0.3334682726261654,1,Hibernating
12385,379,1,1938.4,7.570133925870446,0.6931471805599453,0.8487833046152902,-1.058145946714099,0.5286158674588288,0,Dormant
12386,338,2,660.8,6.4949633954875114,1.0986122886681098,0.652911797303278,-0.5571872395918231,-0.2461446599890286,0,Dormant
12387,415,1,143.94,4.976319863681136,0.6931471805599453,1.0207680427429109,-1.058145946714099,-1.3404687978432628,0,Dormant
12388,16,8,3901.11,8.269272711457157,2.1972245773362196,-0.8853961381715503,0.8001660338568091,1.032410492565875,2,Loyal
12389,403,3,1433.33,7.268453120207762,1.3862943611198906,0.9634397967003706,-0.2017513803877423,0.3112267431188322,0,Dormant
12390,80,1,549.84,6.311444385858925,0.6931471805599453,-0.5796454926113359,-1.058145946714099,-0.3783872026170448,1,Hibernating
12391,22,6,2773.42,7.928196995326099,1.9459101490553132,-0.8567320151502801,0.4896629879592288,0.7866336652980758,2,Loyal
12392,591,1,234.75000000000003,5.462771921513567,0.6931471805599453,1.8615823180335,-1.058145946714099,-0.9899347734684332,0,Dormant
12393,72,6,2399.4500000000003,7.783411498760109,1.9459101490553132,-0.6178643233063628,0.4896629879592288,0.682302227152804,2,Loyal
12394,64,2,1272.48,7.149508589545504,1.0986122886681098,-0.6560831540013895,-0.5571872395918231,0.2255161281895825,2,Loyal
